PG;ANNO PG;POSIZIONE;PUNTEGGIO;DISAGIO_ABITATIVO_P;PROGETTO_P;ALLOGGIO_IMPROPRIO_P;INIDONEITA_IMMOBILE_P;ANTIGIENICITA_P;SFRATTO_P;SISTEMAZIONE_PRECARIA_P;BASSO_ISEE_P;INCIDENZA_P;DISTANZA_P;GIOVANE_COPPIA_P;ADULTO_CON_FIGLIO_P;NUCLEO_MONOFAMILIARE_P;NUCLEO_PLURICOMPONENTE_P;CONDIZIONE_ANZIANA_P;CONDIZIONI_CERTIFICATE_P;CONDIZIONE_COABITAZIONE_P;AIRE_P;PROFUGHI_ITALIANI_P;ANZIANITA_DOMANDA_P
147761;2011;81;31,00;8,00;3,00;;;;;;6,00;;;;14,00;;;;;;;;
82125;2011;82;31,00;;3,00;;8,00;;;;6,00;;;7,00;;;;;7,00;;;;
133797;2011;83;31,00;;;;;;;;6,00;8,00;;;;10,00;;;7,00;;;;
23786;2007;84;31,00;;;;;;;;6,00;8,00;;7,00;;;;;7,00;;;;3,00
150543;2011;85;31,00;;;;;;14,00;;6,00;8,00;;;;3,00;;;;;;;
147538;2011;86;31,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;5,00;;;;
151797;2011;87;31,00;;;;;;;;6,00;8,00;;;;10,00;;;7,00;;;;
29776;2010;88;31,00;;3,00;;;;;;6,00;8,00;;;13,00;;;;;;;;1,00
107630;2011;89;31,00;;3,00;;;;14,00;;6,00;8,00;;;;;;;;;;;
36934;2007;90;31,00;;3,00;;;;;;6,00;8,00;;;11,00;;;;;;;;3,00
64098;2007;91;31,00;;;;;;;;6,00;3,00;;;;;7,00;5,00;7,00;;;;3,00
63756;2007;92;31,00;;3,00;;;;;;6,00;8,00;;;11,00;;;;;;;;3,00
49182;2010;93;31,00;;3,00;;;;;14,00;6,00;;;7,00;;;;;;;;;1,00
24937;2007;94;31,00;;3,00;;;;12,00;;6,00;;;7,00;;;;;;;;;3,00
86456;2007;95;31,00;8,00;3,00;;;;;;6,00;;;;11,00;;;;;;;;3,00
65712;2007;96;31,00;;3,00;;;;;12,00;3,00;;;7,00;;;;;;3,00;;;3,00
83623;2007;97;31,00;;;;;;;;3,00;8,00;;;;10,00;;;7,00;;;;3,00
63973;2011;98;31,00;;;;8,00;;;;3,00;3,00;;;;10,00;;;7,00;;;;
269408;2010;99;30,50;4,00;3,00;;;;;;6,00;8,00;;4,00;;;;;5,00;;;;0,50
281378;2010;100;30,50;;;;;;;12,00;6,00;;;;9,00;;;;;3,00;;;0,50
248033;2010;101;30,50;8,00;3,00;;;;;;6,00;;;;13,00;;;;;;;;0,50
77296;2008;102;30,50;;3,00;;;;;;6,00;8,00;;;11,00;;;;;;;;2,50
39056;2009;103;30,50;;3,00;;;;;12,00;6,00;;2,00;6,00;;;;;;;;;1,50
264248;2010;104;30,50;;;;;6,00;;;6,00;8,00;;;;3,00;;;7,00;;;;0,50
95589;2008;105;30,50;;3,00;;;;;12,00;3,00;;2,00;;;;8,00;;;;;;2,50
169272;2009;106;30,50;;3,00;;;;;12,00;3,00;;;;;;;3,00;5,00;3,00;;;1,50
84028;2007;107;30,00;;3,00;;;;12,00;;6,00;;;6,00;;;;;;;;;3,00
86315;2007;108;30,00;;3,00;;;;;;6,00;8,00;;;10,00;;;;;;;;3,00
30987;2010;109;30,00;;3,00;;;;12,00;;6,00;;;;;3,00;;;5,00;;;;1,00
104779;2011;110;30,00;;3,00;;;;12,00;;6,00;;;;9,00;;;;;;;;
148713;2011;111;30,00;8,00;3,00;;;;;;6,00;;;;13,00;;;;;;;;
285887;2008;112;30,00;;;;;6,00;;;6,00;8,00;2,00;6,00;;;;;;;;;2,00
57428;2010;113;30,00;;;;;6,00;;;6,00;8,00;2,00;;;;7,00;;;;;;1,00
86271;2007;114;30,00;;3,00;;;;12,00;;6,00;;;6,00;;;;;;;;;3,00
20510;2007;115;30,00;;3,00;;;6,00;;;6,00;6,00;;;;;6,00;;;;;;3,00
67561;2011;116;30,00;;;;;;;;6,00;8,00;;;;;;9,00;7,00;;;;
64688;2007;117;30,00;;3,00;;;;12,00;;6,00;;;6,00;;;;;;;;;3,00
281942;2008;118;30,00;;3,00;;;;12,00;;3,00;;;;10,00;;;;;;;;2,00
49148;2007;119;30,00;;3,00;;;;12,00;;3,00;;;;;;9,00;;;;;;3,00
265607;2007;120;29,50;4,00;3,00;;;;;;6,00;8,00;;6,00;;;;;;;;;2,50
250355;2010;121;29,50;;3,00;;;;12,00;;6,00;;;;;3,00;;;5,00;;;;0,50
211380;2007;122;29,50;;;6,00;;;;;6,00;8,00;;;7,00;;;;;;;;2,50
254731;2010;123;29,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;3,00;;;0,50
207215;2010;124;29,50;;3,00;;;;14,00;;6,00;;;6,00;;;;;;;;;0,50
24750;2008;125;29,50;;;6,00;;;;;6,00;8,00;;;7,00;;;;;;;;2,50
68635;2007;126;29,00;;3,00;;;;12,00;;6,00;;;;;3,00;;;;2,00;;;3,00
51738;2010;127;29,00;6,00;3,00;;;;;;6,00;;;;;;6,00;;7,00;;;;1,00
20284;2007;128;29,00;;3,00;6,00;;;;;6,00;;;;11,00;;;;;;;;3,00
111038;2011;129;29,00;;3,00;;;;12,00;;6,00;;;;;3,00;;;5,00;;;;
51034;2007;130;29,00;7,00;3,00;;;;;;6,00;;;;;3,00;;;7,00;;;;3,00
103811;2011;131;29,00;;3,00;;;;;;6,00;8,00;;;12,00;;;;;;;;
70397;2007;132;29,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;3,00
277237;2008;133;29,00;;;;5,00;;;;6,00;8,00;;;;3,00;;;5,00;;;;2,00
37473;2010;134;29,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;2,00;;;1,00
41822;2007;135;29,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;3,00
289171;2008;136;29,00;;3,00;;;;12,00;;6,00;;;;;;6,00;;;;;;2,00
21448;2007;137;29,00;;;;;;;;6,00;8,00;;;;3,00;;;7,00;2,00;;;3,00
149932;2011;138;29,00;;3,00;;;;;12,00;6,00;;2,00;6,00;;;;;;;;;
68102;2007;139;29,00;;;;;;;;6,00;8,00;;;;;;;12,00;;;;3,00
208650;2008;140;29,00;;3,00;;;;;12,00;6,00;;;6,00;;;;;;;;;2,00
146596;2011;141;29,00;;;;;;;;6,00;8,00;;6,00;;;;;7,00;2,00;;;
37947;2010;142;29,00;4,00;3,00;;;6,00;;;6,00;3,00;;;;;6,00;;;;;;1,00
73139;2007;143;29,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;3,00
64758;2007;144;29,00;;;;;6,00;;;6,00;8,00;;6,00;;;;;;;;;3,00
21840;2010;145;29,00;;3,00;;;;;12,00;6,00;;;7,00;;;;;;;;;1,00
293574;2008;146;29,00;;;;;6,00;;;6,00;6,00;;;;;4,00;5,00;;;;;2,00
39732;2007;147;29,00;;3,00;6,00;;;;;6,00;8,00;;;;3,00;;;;;;;3,00
85811;2007;148;29,00;5,00;3,00;;;;;;6,00;3,00;;;9,00;;;;;;;;3,00
60611;2010;149;29,00;;;;;;;;6,00;6,00;;;;;;9,00;7,00;;;;1,00
147888;2011;150;29,00;;;;;;;;6,00;6,00;2,00;;;;8,00;;7,00;;;;
34560;2007;151;29,00;;;;5,00;;;;3,00;6,00;;7,00;;;;;5,00;;;;3,00
56118;2007;152;29,00;;3,00;;;;14,00;;3,00;;;;;;6,00;;;;;;3,00
47570;2007;153;29,00;;;;;;;12,00;3,00;8,00;;;;3,00;;;;;;;3,00
60734;2007;154;29,00;;;;;6,00;;;3,00;;3,00;;;;8,00;6,00;;;;;3,00
34293;2007;155;29,00;;;;8,00;;;;3,00;3,00;;;;;;5,00;7,00;;;;3,00
44851;2007;156;29,00;;3,00;;;;14,00;;3,00;;;6,00;;;;;;;;;3,00
61251;2007;157;29,00;;3,00;;;;12,00;;3,00;;;;;8,00;;;;;;;3,00
70390;2007;158;29,00;;3,00;;;;14,00;;3,00;;;6,00;;;;;;;;;3,00
227183;2010;159;28,50;;3,00;;;6,00;;;6,00;8,00;;5,00;;;;;;;;;0,50
260189;2010;160;28,50;;;;5,00;;6,00;;;;;;;10,00;;;5,00;2,00;;;0,50
183329;2009;161;28,50;;3,00;;;;;12,00;6,00;;;;;3,00;;;;3,00;;;1,50
188332;2010;162;28,50;;3,00;;;6,00;;;6,00;;;;13,00;;;;;;;;0,50
248041;2010;163;28,50;;;;;;;;6,00;8,00;;6,00;;;;;5,00;3,00;;;0,50
68125;2008;164;28,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;2,50
197402;2010;165;28,50;;;;;;14,00;;6,00;;;;;3,00;;;5,00;;;;0,50
182772;2009;166;28,50;;;;;6,00;;;6,00;8,00;;;7,00;;;;;;;;1,50
31838;2009;167;28,50;;3,00;;;;12,00;;6,00;;;6,00;;;;;;;;;1,50
179264;2009;168;28,50;;;;;6,00;;;6,00;8,00;;;7,00;;;;;;;;1,50
266014;2007;169;28,50;;;;;;;;6,00;8,00;;;;3,00;;;7,00;2,00;;;2,50
272702;2010;170;28,50;;3,00;;;6,00;;;6,00;;2,00;;11,00;;;;;;;;0,50
198331;2010;171;28,50;;3,00;;;;;;6,00;8,00;2,00;;9,00;;;;;;;;0,50
95299;2008;172;28,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;2,50
31415;2008;173;28,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;2,50
273425;2010;174;28,50;;;;;;14,00;;3,00;3,00;2,00;;;;6,00;;;;;;0,50
277085;2010;175;28,50;;;6,00;;6,00;;;3,00;6,00;;;7,00;;;;;;;;0,50
221675;2007;176;28,50;;;;8,00;;;;3,00;3,00;;5,00;;;;;7,00;;;;2,50
43224;2007;177;28,00;;;;;;;;9,00;6,00;;;;10,00;;;;;;;3,00
51890;2007;178;28,00;;;;;;;;6,00;8,00;;;;6,00;;;5,00;;;;3,00
23587;2010;179;28,00;;;;;;;;3,00;;;;;;11,00;6,00;7,00;;;;1,00
55399;2007;180;28,00;;;;;;;;6,00;8,00;;;;6,00;;;5,00;;;;3,00
50884;2007;181;28,00;;;;;;;;6,00;8,00;;;;;4,00;5,00;;2,00;;;3,00
152212;2011;182;28,00;8,00;3,00;;;;;;6,00;;;;11,00;;;;;;;;
73659;2011;183;28,00;;3,00;;;;;;6,00;8,00;;;11,00;;;;;;;;
25067;2007;184;28,00;;;;;;14,00;;6,00;;;5,00;;;;;;;;;3,00
285274;2008;185;28,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;2,00
57489;2007;186;28,00;;;;;;;;6,00;8,00;;;11,00;;;;;;;;3,00
63796;2007;187;28,00;5,00;3,00;;;;;;6,00;8,00;;;;3,00;;;;;;;3,00
279750;2008;188;28,00;;;;;6,00;;;6,00;8,00;;6,00;;;;;;;;;2,00
271040;2008;189;28,00;4,00;3,00;;;;;;6,00;;;;;;8,00;;5,00;;;;2,00
112434;2011;190;28,00;;;;;;;;6,00;8,00;;;14,00;;;;;;;;
101010;2011;191;28,00;;;;;6,00;;;6,00;8,00;;;;;5,00;3,00;;;;;
148904;2011;192;28,00;;3,00;;;;;;6,00;8,00;;;11,00;;;;;;;;
109432;2011;193;28,00;8,00;3,00;;;;;;6,00;;;;11,00;;;;;;;;
85954;2007;194;28,00;;;;;;;;6,00;8,00;;;;;11,00;;;;;;3,00
68605;2011;195;28,00;5,00;3,00;;;;;;6,00;3,00;;;11,00;;;;;;;;
64488;2007;196;28,00;;;;;;;;6,00;6,00;;6,00;;;;;7,00;;;;3,00
150492;2011;197;28,00;;;;;;14,00;;6,00;3,00;2,00;;;;;3,00;;;;;
38567;2007;198;28,00;;;;;;;;6,00;6,00;;;;;6,00;;7,00;;;;3,00
68536;2007;199;28,00;;;;;;;;6,00;8,00;;;;;8,00;;;3,00;;;3,00
23946;2007;200;28,00;5,00;3,00;;;;;;6,00;3,00;;8,00;;;;;;;;;3,00
41603;2007;201;28,00;;;;;;;;6,00;8,00;;;;3,00;;;5,00;3,00;;;3,00
276630;2008;202;28,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;2,00
62496;2010;203;28,00;;3,00;;;;14,00;;3,00;;;7,00;;;;;;;;;1,00
61512;2007;204;28,00;;3,00;;;;12,00;;3,00;;;5,00;;;;;;2,00;;;3,00
63775;2007;205;28,00;;;;;6,00;;;3,00;3,00;;;;;7,00;6,00;;;;;3,00
156341;2011;206;28,00;;;;8,00;;;;;;;;7,00;;;6,00;7,00;;;;
280883;2007;207;27,50;;;;;;;;6,00;8,00;;;11,00;;;;;;;;2,50
274047;2007;208;27,50;8,00;3,00;;;;;;6,00;;;8,00;;;;;;;;;2,50
269443;2010;209;27,50;;3,00;;;;;;6,00;8,00;;;10,00;;;;;;;;0,50
273761;2010;210;27,50;8,00;3,00;;;;;;6,00;;;;;3,00;;;7,00;;;;0,50
132340;2009;211;27,50;;3,00;;;;;12,00;6,00;;;;;;5,00;;;;;;1,50
157241;2010;212;27,50;;;;;;;;6,00;8,00;;;;;11,00;;;2,00;;;0,50
100374;2009;213;27,50;;;;;;;;6,00;8,00;;;12,00;;;;;;;;1,50
81613;2009;214;27,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;1,50
55585;2009;215;27,50;;;;;;;;6,00;8,00;;;;;10,00;;;2,00;;;1,50
222003;2007;216;27,50;;;;;;;;6,00;3,00;;;11,00;;;;5,00;;;;2,50
130402;2009;217;27,50;;;;;;;;6,00;8,00;;7,00;;;;;5,00;;;;1,50
228661;2010;218;27,50;8,00;3,00;;;;;;6,00;;;;10,00;;;;;;;;0,50
31142;2008;219;27,50;;;6,00;5,00;;;;3,00;;;;;3,00;;;5,00;3,00;;;2,50
272299;2010;220;27,50;5,00;3,00;;;;;;6,00;3,00;;;10,00;;;;;;;;0,50
214106;2007;221;27,50;;;;;6,00;;;6,00;6,00;;;;;5,00;;;2,00;;;2,50
279291;2010;222;27,50;;3,00;;;;;12,00;6,00;;;6,00;;;;;;;;;0,50
148042;2009;223;27,50;;;;;;;;6,00;8,00;;7,00;;;;;5,00;;;;1,50
266492;2010;224;27,50;;3,00;;;;;12,00;3,00;;;;9,00;;;;;;;;0,50
47922;2007;225;27,00;;;;;;;;6,00;8,00;;;;;10,00;;;;;;3,00
61957;2007;226;27,00;;;;;;;;6,00;8,00;2,00;;;;8,00;;;;;;3,00
51994;2007;227;27,00;;;;;;;;6,00;8,00;;;;;5,00;5,00;;;;;3,00
37028;2007;228;27,00;;;;;;;;6,00;8,00;;;;10,00;;;;;;;3,00
70200;2007;229;27,00;5,00;3,00;;;;;;6,00;;;;;;10,00;;;;;;3,00
34096;2007;230;27,00;;;;;;;;6,00;8,00;;;;;10,00;;;;;;3,00
55035;2010;231;27,00;;;;;;;;6,00;8,00;;5,00;;;;;7,00;;;;1,00
57778;2007;232;27,00;;;;;;;;6,00;8,00;;;;;10,00;;;;;;3,00
55008;2010;233;27,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;1,00
39167;2007;234;27,00;;3,00;6,00;;6,00;;;6,00;;;;;3,00;;;;;;;3,00
2984;2011;235;27,00;8,00;3,00;;;;;;6,00;;;;;3,00;;;7,00;;;;
73924;2007;236;27,00;4,00;3,00;;;;;;6,00;8,00;;;;;;3,00;;;;;3,00
53416;2010;237;27,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;1,00
149841;2011;238;27,00;;;;;;14,00;;6,00;;;;7,00;;;;;;;;
153172;2011;239;27,00;;3,00;;8,00;;;;6,00;;;;;;;;7,00;3,00;;;
56917;2010;240;27,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;1,00
149778;2011;241;27,00;8,00;3,00;;;;;;6,00;;;;10,00;;;;;;;;
153340;2011;242;27,00;;;;5,00;;;;6,00;8,00;;;;3,00;;;5,00;;;;
149294;2011;243;27,00;8,00;3,00;;;;;;6,00;;;;10,00;;;;;;;;
56762;2007;244;27,00;;;;;;;;6,00;8,00;;;;10,00;;;;;;;3,00
47374;2010;245;27,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;1,00
59427;2007;246;27,00;7,00;3,00;;;;;;6,00;;;;;3,00;;;5,00;;;;3,00
151351;2011;247;27,00;;;;;;10,00;;6,00;8,00;;;;3,00;;;;;;;
62180;2010;248;27,00;;;;;;;;6,00;8,00;;;;10,00;;;;2,00;;;1,00
148652;2011;249;27,00;8,00;3,00;;;;;;6,00;;;;10,00;;;;;;;;
59277;2011;250;27,00;;3,00;;;;12,00;;6,00;;;6,00;;;;;;;;;
49332;2010;251;27,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;1,00
149165;2011;252;27,00;;;;;;;;6,00;8,00;;;;8,00;;;5,00;;;;
108624;2011;253;27,00;;;;;;;;6,00;8,00;;;7,00;;;6,00;;;;;
73165;2011;254;27,00;;3,00;;;;;;6,00;8,00;;;10,00;;;;;;;;
312894;2010;255;27,00;;3,00;;;;;;6,00;8,00;;;10,00;;;;;;;;
148760;2011;256;27,00;8,00;3,00;;;;;;6,00;;;;;3,00;;;7,00;;;;
149514;2011;257;27,00;;3,00;;;;;12,00;6,00;;;;;3,00;;;;3,00;;;
14576;2011;258;27,00;;3,00;;;;;;6,00;8,00;;;10,00;;;;;;;;
40466;2010;259;27,00;5,00;3,00;;;;;;6,00;3,00;;;9,00;;;;;;;;1,00
153566;2011;260;27,00;;;;5,00;;;;6,00;8,00;;;;;;3,00;5,00;;;;
43135;2007;261;27,00;;;;;;;;6,00;;3,00;;;;8,00;;7,00;;;;3,00
51270;2007;262;27,00;;3,00;;;;;12,00;3,00;;;;;;6,00;;;;;;3,00
71065;2007;263;27,00;;3,00;;;6,00;12,00;;3,00;;;;;;;;;;;;3,00
32017;2007;264;27,00;;;10,00;;;;;3,00;8,00;;;;3,00;;;;;;;3,00
2264;2011;265;27,00;;3,00;;;;;;3,00;3,00;;;11,00;;;;7,00;;;;
287830;2008;266;27,00;;3,00;;;6,00;;;3,00;;;;;;6,00;;7,00;;;;2,00
152278;2011;267;27,00;;3,00;;;;14,00;;3,00;;;;;;;;7,00;;;;
85929;2007;268;27,00;;;;;;14,00;;3,00;;;;;;;;5,00;2,00;;;3,00
293630;2008;269;27,00;;;;;;14,00;;;6,00;;;;3,00;;;;2,00;;;2,00
92822;2011;270;27,00;;;;8,00;;;;;;;;;;;9,00;7,00;3,00;;;
195522;2007;271;26,50;;;;;;;;6,00;8,00;;;;8,00;;;;2,00;;;2,50
221005;2007;272;26,50;;;;;;;;6,00;8,00;;;;10,00;;;;;;;2,50
95616;2008;273;26,50;;;;;;;;6,00;6,00;2,00;;;;10,00;;;;;;2,50
78239;2009;274;26,50;;;;;;;;6,00;8,00;;;;6,00;;;5,00;;;;1,50
89651;2009;275;26,50;;;;;;;;6,00;8,00;;;;;11,00;;;;;;1,50
184214;2007;276;26,50;;;;8,00;;;;;;;;;;;9,00;7,00;;;;2,50
239415;2010;277;26,50;;;;;;;;6,00;;;8,00;;;;;12,00;;;;0,50
268946;2010;278;26,50;4,00;3,00;;;;;;6,00;;;;13,00;;;;;;;;0,50
92235;2008;279;26,50;;3,00;;;;;12,00;6,00;3,00;;;;;;;;;;;2,50
132154;2010;280;26,50;;;;;;;;6,00;8,00;;;;10,00;;;;2,00;;;0,50
209198;2010;281;26,50;;;;;;;;6,00;8,00;;;;;9,00;3,00;;;;;0,50
151022;2010;282;26,50;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;0,50
253152;2010;283;26,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;0,50
272462;2010;284;26,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;0,50
60393;2009;285;26,50;;3,00;;;;;;6,00;;;;9,00;;;;7,00;;;;1,50
79561;2008;286;26,50;7,00;3,00;;;;;;6,00;;;;;3,00;;;5,00;;;;2,50
273587;2010;287;26,50;7,00;3,00;;;;;;6,00;;;;;3,00;;;7,00;;;;0,50
78448;2008;288;26,50;;;;5,00;;;;6,00;8,00;;;;;;;5,00;;;;2,50
180518;2007;289;26,50;;;;;;;;6,00;8,00;;;;3,00;;;7,00;;;;2,50
277392;2010;290;26,50;;;;;;;12,00;6,00;8,00;;;;;;;;;;;0,50
272452;2010;291;26,50;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;0,50
181957;2009;292;26,50;;;;;;;;6,00;8,00;;;11,00;;;;;;;;1,50
170497;2009;293;26,50;;;;;6,00;;;6,00;8,00;;5,00;;;;;;;;;1,50
278144;2010;294;26,50;;;;;;;;6,00;6,00;;;;;8,00;6,00;;;;;0,50
273995;2010;295;26,50;;3,00;;;;;12,00;6,00;;;5,00;;;;;;;;;0,50
214393;2007;296;26,50;;;;;;;;6,00;8,00;;;7,00;;;;;3,00;;;2,50
78320;2008;297;26,50;;;;;;;;3,00;8,00;;;;;;8,00;5,00;;;;2,50
9955;2008;298;26,50;;;;8,00;;;;3,00;;;;;3,00;;;7,00;3,00;;;2,50
169942;2009;299;26,50;;3,00;;;6,00;;;3,00;6,00;;5,00;;;;;;2,00;;;1,50
176876;2010;300;26,50;;;;8,00;;;;;;;;;;;8,00;7,00;3,00;;;0,50
221305;2007;301;26,50;;;;;;14,00;;;;;;;10,00;;;;;;;2,50
83813;2007;302;26,00;;;;;;;;6,00;8,00;3,00;;;;6,00;;;;;;3,00
48390;2007;303;26,00;;;;;;;;6,00;8,00;3,00;;;;6,00;;;;;;3,00
62288;2007;304;26,00;6,00;3,00;;;;;;6,00;;;;;;8,00;;;;;;3,00
278116;2008;305;26,00;;;;;;;;6,00;8,00;;;;10,00;;;;;;;2,00
293485;2008;306;26,00;;;;;;;;6,00;8,00;;;;;10,00;;;;;;2,00
72111;2007;307;26,00;4,00;3,00;;;;;;6,00;;;;;;10,00;;;;;;3,00
285101;2008;308;26,00;;;;;;;;6,00;8,00;;;;;10,00;;;;;;2,00
70517;2007;309;26,00;;;;;;;;6,00;6,00;;;;;5,00;6,00;;;;;3,00
40551;2007;310;26,00;;3,00;;;;;;3,00;8,00;;;9,00;;;;;;;;3,00
87574;2011;311;26,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;
146146;2011;312;26,00;7,00;3,00;;;;;;6,00;;;;;3,00;;;7,00;;;;
73953;2007;313;26,00;;;;;6,00;;;6,00;8,00;;;;3,00;;;;;;;3,00
37106;2007;314;26,00;;;;;;;;6,00;8,00;;;7,00;;;;;2,00;;;3,00
153878;2011;315;26,00;;;;;;14,00;;6,00;;;;;3,00;;;;3,00;;;
117118;2011;316;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
62772;2010;317;26,00;8,00;3,00;;;;;;6,00;;;;;3,00;;;5,00;;;;1,00
147220;2011;318;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
153939;2011;319;26,00;;;;;;;;6,00;;;;;10,00;;;7,00;3,00;;;
147348;2011;320;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
64693;2011;321;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
43319;2007;322;26,00;;;;;;;;6,00;8,00;;;9,00;;;;;;;;3,00
142587;2011;323;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
93567;2011;324;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
81262;2007;325;26,00;8,00;3,00;;;;;;6,00;;;;;6,00;;;;;;;3,00
24023;2011;326;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
154479;2011;327;26,00;;;6,00;;6,00;;;6,00;8,00;;;;;;;;;;;
109819;2011;328;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
80138;2011;329;26,00;;;;;;;;6,00;8,00;;;7,00;;;;5,00;;;;
154139;2011;330;26,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;
11396;2011;331;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
114543;2011;332;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
16443;2011;333;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
112902;2011;334;26,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;
148750;2011;335;26,00;;;;;;;;6,00;8,00;;;;;7,00;5,00;;;;;
83155;2007;336;26,00;;;;;;;;6,00;8,00;;;9,00;;;;;;;;3,00
47011;2007;337;26,00;;;;;;;;6,00;8,00;;;;;;;7,00;2,00;;;3,00
289794;2008;338;26,00;;;;;;;;6,00;8,00;;;7,00;;;;;3,00;;;2,00
50558;2007;339;26,00;8,00;3,00;;;;;;6,00;;;;;6,00;;;;;;;3,00
32176;2007;340;26,00;;;;;;;;6,00;8,00;;7,00;;;;;;2,00;;;3,00
68624;2007;341;26,00;;3,00;;;6,00;;;6,00;8,00;;;;;;;;;;;3,00
58277;2007;342;26,00;;3,00;;;;;12,00;6,00;;;;;;;;;2,00;;;3,00
24520;2010;343;26,00;;;;;6,00;;;6,00;6,00;;5,00;;;;;;2,00;;;1,00
12899;2011;344;26,00;;3,00;;;;14,00;;6,00;;;;;;;;;3,00;;;
150089;2011;345;26,00;;;;;6,00;;;6,00;8,00;;6,00;;;;;;;;;
84394;2007;346;26,00;;;;;;;;6,00;8,00;;;9,00;;;;;;;;3,00
62421;2010;347;26,00;;;;;6,00;;;6,00;8,00;;5,00;;;;;;;;;1,00
90975;2011;348;26,00;;;;;;;;6,00;;;;;10,00;;;7,00;3,00;;;
61807;2011;349;26,00;;3,00;;;;;;6,00;8,00;;;9,00;;;;;;;;
22869;2010;350;26,00;;3,00;;;;;;6,00;3,00;2,00;;11,00;;;;;;;;1,00
284790;2008;351;26,00;;;;;6,00;;;6,00;3,00;;;9,00;;;;;;;;2,00
192837;2011;352;26,00;8,00;3,00;;;;;;6,00;;;;9,00;;;;;;;;
216492;2008;353;26,00;;;;8,00;;;;3,00;6,00;;;;;;;7,00;;;;2,00
46251;2010;354;26,00;;3,00;;;6,00;;;3,00;6,00;;5,00;;;;;;2,00;;;1,00
84495;2007;355;26,00;;3,00;;;;12,00;;3,00;3,00;;;;;;;;2,00;;;3,00
67990;2007;356;26,00;;3,00;;;;12,00;;3,00;;;;;3,00;;;;2,00;;;3,00
48663;2007;357;26,00;;;;8,00;;;;;;;;;;8,00;;7,00;;;;3,00
51500;2010;358;26,00;;3,00;;5,00;6,00;;;;;;;;;;6,00;5,00;;;;1,00
149834;2011;359;26,00;;;;;;;;;6,00;;;7,00;;;6,00;7,00;;;;
63375;2007;360;26,00;;;;8,00;;;;;3,00;;;;;;5,00;7,00;;;;3,00
74164;2007;361;26,00;;;;8,00;;;;;3,00;;5,00;;;;;7,00;;;;3,00
83275;2007;362;26,00;;3,00;;;;14,00;;;;;6,00;;;;;;;;;3,00
75696;2007;363;26,00;;;;;;14,00;;;;;;;;;9,00;;;;;3,00
48310;2010;364;26,00;;;;8,00;;;;;;;;;10,00;;;7,00;;;;1,00
71670;2007;365;26,00;;;;;;14,00;;;6,00;;;;3,00;;;;;;;3,00
150842;2011;366;26,00;;3,00;;;;;12,00;;;;;;8,00;;;;3,00;;;
78443;2008;367;25,50;;3,00;6,00;;;;;6,00;;;;;;8,00;;;;;;2,50
219052;2007;368;25,50;;3,00;;;;;12,00;6,00;;;;;;;;;2,00;;;2,50
282039;2007;369;25,50;8,00;3,00;;;;;;6,00;;;;;6,00;;;;;;;2,50
277192;2010;370;25,50;;;;;;;;6,00;8,00;;;11,00;;;;;;;;0,50
95525;2008;371;25,50;7,00;3,00;;;;;;6,00;;;7,00;;;;;;;;;2,50
