Sezioni 2001;000-004;005-009;010-014;015-019;020-024;025-029;030-034;035-039;040-044;045-049;050-054;055-059;060-064;065-069;070-074;075-079;080-084;085-089;090-094;095-099;100-104;105-109;110 e oltre;Totale
0667;16;11;8;15;12;19;28;28;27;23;18;15;10;14;9;7;10;11;1;1;;;;283
0668;4;3;6;4;7;12;10;10;7;8;11;5;13;9;4;10;10;8;3;;;;;144
0669;12;3;9;11;12;12;17;21;15;12;9;10;11;11;10;2;6;4;2;;;;;189
0670;7;2;7;16;9;17;16;25;12;8;10;14;16;16;5;4;8;4;;;;;;196
0671;6;9;9;4;10;23;29;36;25;23;16;19;21;12;7;6;5;;1;;;;;261
0672;17;12;7;8;9;27;44;36;26;32;14;8;14;9;13;9;10;4;4;;1;;;304
0673;9;5;5;;4;14;16;20;14;12;9;5;17;10;9;2;2;7;;1;;;;161
0674;11;5;6;9;12;6;15;18;20;18;25;22;28;15;10;10;4;6;2;1;;;;243
0675;5;;1;2;1;8;5;15;7;4;6;3;9;6;6;3;5;;2;;1;;;89
0676;3;8;7;6;7;5;5;9;12;12;9;11;10;15;13;5;5;4;3;3;;;;152
0677;2;2;4;4;5;13;12;6;8;15;5;10;7;4;6;7;4;5;1;;;;;120
0678;;;;;;;;;;;;;;;;;;;;;;;;
0679;5;1;3;2;4;15;8;14;12;6;5;6;9;7;4;6;;1;1;;;;;109
0680;;;;3;2;4;3;1;1;2;2;3;5;2;1;;2;;;;;;;31
0681;16;13;10;6;11;15;32;32;31;34;31;23;21;9;13;10;7;5;1;1;;;;321
0682;4;5;4;3;6;8;17;13;4;7;7;5;5;4;2;3;3;2;;1;;;;103
0683;15;9;1;1;3;13;10;18;19;10;14;9;6;10;5;5;1;;1;1;;;;151
0684;16;2;16;9;12;18;27;28;27;30;27;18;26;11;17;11;5;8;4;;1;;;313
0685;;;;;1;;3;1;;1;1;1;1;;;;;;;;;;;9
0686;4;;;2;2;6;7;11;6;8;2;5;6;6;1;3;;1;;;;;;70
0687;;;;;;3;;1;2;1;;;4;1;;1;1;1;;;;;;15
0688;;;1;2;;2;3;3;3;3;;1;;;;;;;;;;;;18
0689;;;;;;;;;;;;;;;;;;;;;;;;
0690;3;5;;3;3;5;9;8;9;2;6;6;1;2;2;5;6;1;1;1;;;;78
0691;1;1;5;2;7;4;6;1;6;6;9;6;2;11;2;3;2;4;1;;;;;79
0692;;;;4;2;3;3;5;1;4;2;4;6;7;2;2;;1;1;;1;;;48
0693;6;3;1;3;6;5;13;14;14;10;4;8;5;5;3;5;3;2;;;;;;110
0694;3;1;3;5;6;3;2;2;3;8;13;8;2;6;2;2;4;;1;1;;;;75
0695;4;1;4;1;6;7;7;12;10;7;8;4;8;3;6;1;1;3;;;;;;93
0696;3;1;2;7;8;8;8;7;3;2;8;9;12;3;7;4;5;1;;;;;;98
0697;6;5;5;1;2;11;11;13;18;7;9;2;9;7;7;5;3;1;2;;;;;124
0698;;;2;1;2;1;2;;;1;4;2;1;2;2;3;;1;;;;;;24
0699;1;2;;1;;2;;2;5;1;2;1;2;;;;1;;;;;;;20
0700;;;;;;;;;;;;;;;1;;;;;;;;;1
0701;14;15;18;34;28;22;20;13;22;46;30;29;11;15;18;10;6;5;5;;;;;361
0702;1;4;1;5;5;15;14;10;11;7;6;10;13;7;6;3;5;2;;1;;;;126
0703;1;4;4;6;3;4;2;3;6;8;6;5;4;5;1;2;2;1;1;;;;;68
0704;1;4;5;2;2;4;12;5;13;13;9;6;6;4;2;2;2;8;;;;;;100
0705;9;9;15;16;16;18;17;25;23;27;22;25;11;13;18;7;7;10;7;4;;;;299
0706;;;;;;;;;;;;;;;;;;;;;;;;
0707;12;4;9;12;15;18;29;40;22;16;23;27;21;33;20;20;17;16;7;2;;;;363
0708;;2;2;;1;20;33;18;14;7;7;7;3;2;2;1;4;4;;;1;;;128
0709;;;;;;;;;;;;;;;;;;;;;;;;
0710;3;;;2;1;1;2;5;14;4;10;7;10;9;6;4;9;4;1;1;;;;93
0711;5;3;6;8;5;2;8;6;20;14;10;10;9;10;10;15;12;10;2;;;;;165
0712;9;4;9;5;6;10;13;18;20;13;16;18;10;11;21;27;21;18;5;1;1;;;256
0713;6;6;2;4;6;17;13;19;10;11;9;5;6;8;5;4;8;1;;;;;;140
0714;17;9;15;12;17;19;23;19;25;34;28;22;29;32;27;20;23;18;4;;;;;393
0715;19;22;11;15;16;16;32;31;26;28;31;16;21;15;18;24;18;8;5;;;;;372
0716;;;1;3;3;6;4;6;6;3;8;3;5;5;4;3;10;2;2;;;;;74
0717;17;14;16;18;15;11;11;28;35;30;26;22;27;20;38;27;27;17;5;2;1;;;407
0718;7;4;12;6;4;10;7;8;13;16;12;9;9;6;14;13;10;9;2;3;;;;174
0719;28;14;14;6;14;17;42;49;43;32;19;18;21;15;22;17;20;7;6;;;;;404
0720;6;1;1;7;4;12;17;12;11;9;11;7;5;5;10;11;9;2;2;1;;;;143
0721;18;6;14;10;3;14;20;39;25;31;31;27;18;21;32;29;28;16;15;2;1;;;400
0722;3;6;2;3;8;6;8;5;13;22;13;18;16;11;21;23;28;21;6;2;;;;235
0723;;;;;8;4;3;;1;;;;;;;;;;;;;;;16
0724;10;4;6;5;11;18;25;12;9;17;15;14;17;8;23;5;7;5;3;;;;;214
0725;6;4;2;8;8;11;20;11;12;9;9;15;15;10;8;5;4;9;2;;;;;168
0726;19;9;10;9;9;16;48;33;18;20;19;14;23;21;14;13;10;16;3;1;1;;;326
0727;9;5;5;7;11;28;29;24;24;12;12;19;18;14;7;10;9;11;1;1;;;;256
0728;3;6;10;2;6;18;7;16;15;10;15;15;14;6;7;7;3;3;3;;;;;166
0729;2;2;4;3;5;7;10;4;5;10;12;8;8;11;6;7;2;2;;;;;;108
0730;6;;1;5;9;18;20;12;11;13;9;13;5;4;11;7;1;5;5;1;;;;156
0731;5;2;3;5;6;10;16;17;12;5;14;5;8;9;5;5;5;6;3;2;;;;143
0732;11;7;7;8;9;15;28;19;21;19;11;11;15;8;10;11;7;7;1;1;;;;226
0733;14;16;4;5;8;25;25;24;25;23;26;15;10;5;4;4;9;7;3;1;;;;253
0734;;;;;1;;;;;;;2;;;1;;;;;;;;;4
0735;13;15;13;13;19;24;21;21;33;45;28;31;27;16;19;22;35;10;6;5;;;;416
0736;25;27;21;26;21;31;33;40;44;43;30;35;53;41;45;37;17;12;2;;;;;583
0737;2;;2;2;5;8;7;5;1;5;10;4;4;4;6;7;9;2;1;;;;;84
0738;13;12;9;8;12;35;30;33;20;29;18;15;18;14;9;22;17;7;4;1;;;;326
0739;;1;3;2;1;;1;1;;6;5;1;;;;1;3;;;;;;;25
0740;;;2;;3;5;3;2;4;1;2;8;5;8;5;7;3;2;1;;;;;61
0741;6;11;7;8;4;12;18;18;22;24;12;12;8;7;23;20;13;7;5;;;;;237
0742;3;7;9;5;6;7;24;26;25;17;14;9;9;5;23;17;13;8;4;1;;;;232
0743;5;7;5;8;5;8;22;13;9;19;18;9;9;6;10;12;8;6;;;;;;179
0744;5;;;1;2;3;7;7;3;3;2;6;7;8;8;5;3;1;;1;;;;72
0745;20;22;16;8;19;32;45;38;43;29;28;22;18;12;24;25;30;17;6;;;;;454
0746;29;20;13;17;12;52;40;65;48;42;50;30;28;29;35;17;20;19;5;1;1;;;573
0747;10;11;12;5;6;12;24;23;23;12;19;23;15;11;23;20;16;11;2;1;1;;;280
0748;3;6;6;6;4;7;4;10;16;12;12;11;8;6;6;13;8;10;4;2;;;;154
0749;11;8;5;4;3;6;19;16;10;14;14;8;25;8;10;8;8;6;7;;;;;190
0750;19;11;6;13;8;24;28;31;33;30;14;17;15;18;23;25;18;12;6;1;1;;;353
0751;3;2;6;3;4;5;4;6;8;9;3;3;6;6;5;5;4;3;;;;;;85
0752;4;4;2;4;3;8;4;9;9;13;16;11;9;15;14;25;26;18;1;2;;;;197
0753;1;2;;;;1;;;3;2;1;2;1;1;1;;;1;;;;;;16
0754;16;9;18;8;10;16;26;32;21;18;17;12;8;17;20;20;12;3;5;;;;;288
0755;2;4;5;7;8;3;3;14;13;8;9;15;8;12;11;11;14;13;2;;;;;162
0756;;;;;;;;;;;;;;;;;;;;;;;;
0757;;;;;;;;;;;;;;;;;;;;;;;;
0758;24;19;15;16;27;40;52;58;49;59;31;33;31;32;29;26;32;20;5;5;;;;603
0759;15;12;6;6;5;7;5;26;27;27;17;10;19;7;8;9;8;3;;;;;;217
0760;16;14;10;6;8;20;29;23;24;31;19;18;17;24;33;38;38;34;13;4;;;;419
0761;13;7;6;3;12;11;22;23;32;21;14;7;10;6;8;8;10;5;1;;;;;219
0762;;;;;;;;;;;;;;;;;;;;;;;;
0763;;;;;;;;;;;;;;;;;;;;;;;;
0764;24;10;11;14;21;44;40;36;43;39;29;20;21;21;27;21;21;14;3;3;;;;462
0765;16;10;13;9;15;21;46;41;43;39;25;27;19;14;13;17;12;13;2;;;;;395
0766;12;7;9;6;6;22;26;37;31;27;16;14;24;18;13;13;10;16;2;1;1;;;311
0767;6;3;7;4;6;11;11;17;10;18;12;18;12;10;22;15;14;15;5;1;;;;217
0768;5;6;1;9;4;8;7;9;11;9;12;8;7;8;13;13;5;3;2;2;;;;142
0769;;;;;;;;;;;;;;;;;;;;;;;;
0770;7;5;7;8;9;32;26;14;18;13;14;6;11;4;12;2;7;3;3;;;;;201
0771;4;12;7;3;3;12;17;24;24;23;16;6;9;5;10;6;8;5;1;1;;;;196
0772;11;3;4;4;7;8;9;17;15;8;8;8;6;9;12;5;5;2;1;;;;;142
0773;6;6;5;4;6;12;13;20;16;14;13;15;14;1;6;6;9;10;4;;;;;180
0774;7;7;3;6;6;32;25;22;30;13;14;7;14;13;12;14;12;9;1;;;;;247
0775;8;4;7;7;15;18;22;24;12;18;11;10;10;6;10;11;7;5;2;;;;;207
0776;10;7;1;3;1;19;15;25;23;8;10;12;13;11;8;12;6;5;2;;;;;191
0777;7;;2;6;9;8;11;22;16;11;11;12;8;4;10;8;10;14;2;;;;;171
0778;9;10;5;9;6;9;17;11;17;14;10;4;14;10;15;15;7;7;1;;;;;190
0779;6;5;2;8;7;19;20;22;21;20;8;19;19;11;11;13;10;5;5;2;;;;233
0780;12;11;7;11;12;31;44;49;36;35;11;32;32;32;34;21;15;17;7;2;;;;451
0781;7;5;;2;5;5;12;8;6;4;8;7;6;4;4;3;1;3;;1;;;;91
0782;;2;3;4;1;1;;2;1;4;3;;4;3;5;2;3;4;;;;;;42
0783;20;10;16;11;19;25;38;36;41;40;30;27;29;31;30;20;19;14;6;2;;;;464
0784;2;3;1;3;2;;7;3;2;7;4;1;2;3;6;;1;4;;;;;;51
0785;1;3;;;1;1;;2;4;;2;3;;;1;1;3;;1;;;;;23
0786;18;19;19;14;17;23;30;27;44;41;37;38;41;51;47;37;26;10;2;4;;;;545
0787;30;20;18;14;9;32;42;41;39;30;37;27;35;33;38;21;13;9;4;1;;;;493
0788;1;5;2;4;5;6;8;9;9;10;6;11;10;12;6;5;6;2;;;;;;117
0789;24;17;15;14;15;19;26;41;32;33;26;19;28;38;31;21;23;11;7;1;;;;441
0790;23;13;10;10;21;27;37;31;36;18;37;27;40;45;44;41;23;13;2;1;;;;499
0791;5;3;3;3;3;5;3;8;7;1;5;2;2;3;7;4;;2;;;;;;66
0792;;;;;;;;;;;;;;;;;;;;;;;;
0793;3;3;1;1;4;5;2;9;9;7;6;3;2;4;1;3;2;2;;;;;;67
0794;6;2;7;4;4;3;5;12;10;7;9;10;9;5;4;9;4;5;2;;;;;117
0795;1;1;3;3;2;7;2;7;8;12;11;4;4;7;16;8;7;1;1;1;1;;;107
0796;8;6;9;6;4;12;19;12;17;16;7;5;5;7;3;5;10;6;2;1;;;;160
0797;3;1;2;1;1;2;5;5;6;7;6;4;2;6;1;3;2;3;1;;;;;61
0798;13;23;19;20;11;9;18;24;35;34;31;24;34;23;26;20;18;9;1;2;;;;394
0799;;2;3;4;3;2;1;;2;3;10;4;3;1;1;;2;;;;;;;41
0800;;;1;2;2;1;1;;1;;3;4;7;6;1;1;;1;;;;;;31
0801;2;6;9;6;10;5;1;14;8;10;16;10;16;13;8;6;2;3;;;;;;145
0802;12;22;10;8;1;4;8;29;32;15;16;11;7;5;5;3;1;1;;;;;;190
0803;4;9;6;10;7;8;17;21;21;16;17;14;21;19;14;10;11;4;2;1;;;;232
0804;12;11;9;7;8;12;8;26;20;21;11;9;20;16;8;14;9;4;4;2;;;;231
0805;8;6;4;3;6;14;10;16;12;15;10;14;16;8;13;10;9;5;3;;;;;182
0806;7;13;7;13;15;25;33;28;22;32;29;21;17;15;17;23;23;4;1;2;;;;347
0807;5;4;4;5;3;6;9;8;8;8;10;13;5;11;8;11;6;8;1;;;;;133
0808;12;6;7;15;2;9;19;26;17;19;14;13;11;7;11;9;13;2;2;;;;;214
0809;5;5;9;8;9;19;17;13;25;28;28;11;20;22;26;27;22;7;3;2;;;;306
0810;7;8;15;8;5;12;2;13;22;21;7;9;12;7;14;10;14;3;1;1;;;;191
0811;3;3;1;;5;7;2;6;5;4;6;9;5;6;11;7;5;1;2;;;;;88
0812;7;6;7;3;4;4;6;10;12;11;8;5;12;10;11;10;6;4;1;;1;;;138
0813;5;10;8;8;7;8;13;14;20;14;7;12;7;13;9;6;8;1;;;;;;170
0814;12;8;9;11;11;9;15;14;25;29;11;15;10;10;14;19;12;4;1;1;;;;240
0815;19;21;16;20;20;28;23;38;36;37;31;39;59;55;47;33;14;14;4;2;;;;556
0816;36;21;28;26;18;43;55;77;64;60;40;34;71;45;57;52;46;36;13;4;2;;;828
0817;;;;;;;;;;;;;;;;;;;;;;;;
0818;33;21;16;19;22;31;38;27;27;33;35;32;27;27;41;43;37;12;7;;;;;528
0819;8;3;5;1;1;3;5;7;6;8;11;2;9;8;7;7;8;1;2;;;;;102
0820;2;4;13;13;5;7;8;18;10;13;20;14;8;7;8;12;10;6;;1;;;;179
0821;8;6;1;4;5;4;10;15;7;11;7;6;16;12;12;12;7;5;;1;;;;149
0822;;;;;;;;;;;;;;;;;;;;;;;;
0823;5;1;2;4;1;4;4;7;4;9;6;10;5;8;5;6;8;4;;;;;;93
0824;9;14;12;6;14;13;10;20;17;13;23;15;17;21;20;22;20;11;1;1;1;;;280
0825;4;6;6;5;7;1;3;11;6;13;5;8;6;4;7;10;8;4;1;;;;;115
0826;5;4;4;2;9;5;5;6;13;15;21;10;12;8;12;28;20;7;3;;;;;189
0827;2;6;5;5;7;5;7;11;4;20;8;10;6;9;12;17;13;11;1;;;;;159
0828;2;4;5;1;2;3;3;11;7;5;7;4;6;5;4;14;9;6;1;;;;;99
0829;6;8;10;12;6;3;9;8;13;25;21;9;10;11;12;18;24;14;3;;;;;222
0830;4;5;8;10;8;3;3;10;12;22;15;6;14;5;15;14;9;6;1;2;;;;172
0831;15;20;18;6;5;5;10;31;37;32;16;14;11;6;13;1;2;1;;1;;;;244
0832;;;;;;;;;;;;;;;;;;;;;;;;
0833;9;11;5;;;3;9;14;19;4;6;5;6;4;2;1;;1;;;;;;99
0834;10;7;5;5;5;4;6;15;8;11;10;1;7;6;5;12;13;7;;;;;;137
0835;13;15;11;19;8;16;23;17;15;19;17;18;15;12;15;11;10;2;;;;;;256
0836;7;4;8;5;19;10;7;9;12;12;16;12;16;6;9;7;3;4;1;;;;;167
0837;1;2;1;5;8;6;6;5;8;6;13;15;25;9;5;10;8;1;3;;;;;137
0838;4;3;6;6;3;5;1;12;19;11;9;8;10;15;22;16;4;4;1;;;;;159
0839;22;17;20;19;21;18;15;15;24;31;29;24;12;13;17;29;13;15;3;3;;;;360
0840;6;1;2;2;3;3;5;5;9;5;4;2;9;6;10;5;11;7;1;1;;;;97
0841;3;5;3;4;7;5;3;13;9;5;8;10;13;6;17;9;3;1;;;;;;124
0842;7;1;5;5;6;3;7;12;12;19;12;12;4;9;7;12;11;7;3;2;;;;156
0843;;;;;;;;;;;;;;;;;;;;;;;;
0844;10;13;11;8;10;10;6;17;27;20;21;17;10;23;28;38;26;15;5;1;;;;316
0845;12;2;4;6;5;5;13;9;11;13;10;8;19;6;8;11;12;8;;;;;;162
0846;;;;;;;;;;;;;;;;;;;;;;;;
0847;3;5;4;7;4;3;3;10;7;10;7;3;7;7;13;10;10;9;;;;;;122
0848;2;6;2;7;2;1;3;8;3;12;8;6;3;3;9;3;4;4;1;;;;;87
0849;14;22;15;10;19;19;27;36;34;31;38;22;25;27;42;31;42;16;9;1;1;;;481
0850;3;2;2;1;2;4;8;5;6;5;5;2;6;2;6;4;5;2;;;;;;70
0851;9;10;13;6;7;11;11;26;19;20;16;11;29;25;72;49;41;18;3;2;;;;398
0852;6;12;21;16;17;22;13;22;22;32;36;29;32;51;56;40;44;21;9;2;1;;;504
0853;33;34;27;23;17;16;29;46;67;36;40;24;23;19;35;42;26;8;5;;;;;550
0854;11;6;5;6;3;6;4;13;12;11;12;13;23;37;27;20;19;6;2;1;;;;237
0855;13;13;11;9;6;4;5;11;18;24;13;10;9;19;35;42;20;9;4;;;;;275
0856;10;6;7;7;8;8;11;21;11;21;16;13;20;26;28;16;11;9;3;1;;;;253
0857;7;7;10;9;5;5;9;17;18;18;10;14;11;23;45;51;28;10;8;3;1;;;309
0858;29;29;22;19;25;20;28;40;52;46;50;36;53;45;45;31;12;9;4;;;;;595
0859;3;5;14;9;14;25;7;13;24;17;22;21;52;56;52;39;17;4;3;3;;;;400
0860;4;5;7;4;;4;8;7;7;9;8;4;4;3;8;9;6;12;2;;;;;111
0861;2;2;2;2;2;5;6;6;5;2;4;5;6;7;9;10;8;7;1;1;;;;92
0862;17;17;14;13;4;15;19;30;25;29;16;19;18;20;27;25;25;10;5;1;;;;349
0863;19;10;13;9;16;19;26;19;32;26;25;17;24;10;12;28;17;16;;;;;;338
0864;;;;;;;;;;1;;;;;;;;;;;;;;1
0865;3;5;12;8;10;17;15;22;24;21;20;17;15;18;18;17;13;9;3;1;;;;268
0866;12;14;19;18;16;15;29;29;33;29;32;22;27;15;24;30;18;10;5;1;;;;398
0867;2;;4;3;;1;2;1;3;10;3;2;5;6;3;8;4;4;1;1;;;;63
0868;28;18;20;10;11;18;26;36;48;45;24;24;35;40;46;37;40;21;8;3;;;;538
0869;9;20;13;9;14;13;8;22;23;26;28;24;18;25;26;18;15;9;;;;;;320
0870;6;14;8;10;11;10;18;14;26;19;26;11;14;18;16;21;19;15;4;1;;;;281
0871;5;5;3;3;1;3;7;7;9;4;10;5;5;5;1;5;6;3;3;;;;;90
0872;3;3;6;2;4;9;12;10;5;12;13;8;5;11;8;1;7;3;3;;;;;125
0873;10;13;7;3;9;12;16;21;21;15;10;11;16;11;13;11;12;10;2;1;;;;224
0874;7;8;9;10;6;2;7;16;19;19;14;7;15;18;26;17;19;14;4;1;;;;238
0875;1;7;7;3;9;4;9;12;19;18;7;5;16;10;20;11;10;5;1;;;;;174
0876;4;6;3;3;1;2;5;11;6;10;5;3;3;3;9;8;13;2;2;;;;;99
0877;1;1;2;3;3;3;10;3;4;10;2;5;2;;5;1;8;4;2;2;;;;71
0878;12;4;3;3;6;11;13;12;16;17;13;8;7;7;3;6;1;5;;;;;;147
0879;24;22;15;8;6;10;12;39;38;27;14;20;18;14;4;3;5;2;1;;;;;282
0880;10;5;2;3;;6;12;15;11;8;5;3;4;2;1;;;;;;;;;87
0881;1;4;6;6;4;6;11;12;8;8;4;2;8;8;14;10;10;2;2;;;;;126
0882;;;;;;;;;;;;;;;;;;;;;;;;
0883;;;;;;;;;;;;1;;;;;;;;;;;;1
0884;;;;;;;;;;;;;;;;;;;;;;;;
0885;2;2;1;1;;2;5;3;4;4;1;;;1;;1;;;;;;;;27
0886;;;;;;;1;;;;;1;;1;;;;;;;;;;3
0887;;;;;;;;;;;;;;;;;;;;;;;;
0888;15;9;10;7;14;15;28;36;34;29;35;20;11;11;22;15;7;9;1;;;;;328
0889;;;;;;;;;;;;;;;;;;;;;;;;
0890;;;;;;;;;;;;;;;;;;;;;;;;
0891;3;1;;;;8;3;13;1;;6;4;9;7;1;4;1;1;1;1;;;;64
0892;1;;;1;5;2;3;2;;2;5;;1;2;;1;1;;;;;;;26
0893;2;;1;4;2;6;3;2;1;4;2;2;4;1;2;;;;;;;;;36
0894;;;3;1;1;1;;;;3;2;2;1;2;;;;1;;;;;;17
0895;;;;;;;;;;;;;;;;;;;;;;;;
0896;8;3;4;5;4;5;4;15;15;12;7;9;13;7;5;16;13;3;4;;;;;152
0897;;;1;1;;1;1;1;1;1;2;3;3;2;2;3;1;1;1;;;;;25
0898;12;18;6;7;6;12;12;23;23;19;13;20;14;12;12;15;15;8;1;1;;;;249
0899;8;8;13;5;11;20;25;28;19;16;11;10;10;7;11;9;8;6;2;;1;;;228
0900;2;;3;2;3;;9;2;2;7;6;4;3;6;2;4;1;7;2;;;;;65
0901;14;13;16;3;13;18;25;24;27;18;16;21;17;11;8;8;13;17;3;3;;;;288
0902;25;14;20;21;20;29;41;39;44;56;44;25;40;33;31;38;40;21;10;2;;;;593
0903;22;21;21;17;15;22;37;46;38;33;36;30;23;37;20;36;20;20;5;2;1;;;502
0904;14;10;6;10;11;21;38;32;34;34;20;13;13;9;18;12;11;7;1;;;;;314
0905;11;4;16;16;10;21;35;38;28;38;31;26;29;16;19;12;13;12;2;1;;;;378
0906;26;16;15;8;17;25;40;51;58;37;27;21;38;42;47;27;27;24;10;2;;;;558
0907;10;6;3;6;5;13;18;10;14;14;16;12;19;11;12;15;8;4;1;;;;;197
0908;41;48;39;21;24;26;53;75;103;72;74;40;31;26;29;26;10;11;2;;;;;751
0909;9;7;12;4;7;10;10;19;19;15;18;14;14;9;7;3;8;6;;;;;;191
0910;20;15;12;6;16;18;33;38;34;27;22;11;11;16;25;18;15;14;4;;;;;355
0911;14;18;13;6;7;20;37;45;35;32;21;24;21;23;25;12;18;15;8;3;;;;397
0912;49;53;30;21;26;59;79;131;104;66;55;48;54;40;26;20;17;10;1;1;;;;890
0913;8;9;8;4;10;24;20;29;24;15;16;15;7;11;13;13;10;5;;1;;;;242
0914;7;4;5;1;3;9;16;12;8;10;4;1;5;1;4;3;3;4;1;1;;;;102
0915;;2;3;2;4;4;4;6;5;11;4;6;8;2;5;5;4;;1;;;;;76
0916;6;3;1;2;2;5;7;8;8;3;6;;;;1;;2;;;;;;;54
0917;30;14;13;15;17;26;66;55;44;37;32;24;26;18;26;24;23;12;7;3;;;;512
0918;18;15;23;11;16;23;37;33;36;31;28;17;18;30;21;25;21;13;3;2;;;;421
0919;24;21;14;7;10;28;32;40;41;21;23;20;36;31;11;22;12;15;3;1;;;;412
0920;10;7;10;6;7;11;19;37;22;30;22;19;26;22;14;12;16;10;4;2;;;;306
0921;28;17;25;24;17;41;49;57;37;49;45;25;36;28;38;46;19;17;3;1;;;;602
0922;20;16;21;11;14;26;46;66;46;46;26;32;31;27;30;22;16;15;6;;;;;517
0923;11;12;9;6;15;20;29;43;27;35;33;20;15;18;18;21;18;14;5;;1;;;370
0924;3;5;5;3;3;3;4;13;9;13;14;4;12;7;7;9;7;2;2;;;;;125
0925;6;6;1;3;3;;7;10;6;1;8;2;1;1;5;6;2;1;1;;;;;70
0926;6;13;11;6;6;6;5;14;12;11;6;8;11;14;16;9;10;8;2;2;1;;;177
0927;25;49;22;11;9;8;32;66;52;52;21;28;17;14;8;2;5;2;2;;;;;425
0928;28;20;16;12;14;30;40;45;36;40;34;21;22;25;18;23;21;11;8;;;;;464
0929;5;3;2;4;3;5;12;15;6;9;8;5;10;9;6;6;2;4;;;;;;114
0930;18;20;11;15;16;27;34;46;36;20;26;44;49;56;62;48;24;15;5;2;;;;574
0931;13;16;12;7;11;15;25;29;31;33;17;14;19;15;25;16;18;8;3;1;;;;328
0932;6;4;11;8;11;8;7;20;28;19;13;13;20;16;26;15;6;5;2;;;;;238
0933;1;2;;;1;5;8;11;2;2;;1;3;1;;;;1;;;;;;38
0934;2;;1;1;;1;3;3;2;;3;2;;;;;1;1;;1;;;;21
0935;4;1;1;;1;1;2;5;2;6;2;3;4;;;;;1;;;;;;33
0936;;;;1;1;1;;1;;;2;;2;1;1;1;;1;;;;;;12
0937;3;;1;2;1;7;5;7;6;1;4;5;3;2;2;;3;2;;;;;;54
0938;1;2;;1;1;4;3;3;5;1;3;2;3;3;;;;1;;;;;;33
0939;;;;;;;;;;;;;;;;;;;;;;;;
0940;1;1;2;1;2;2;5;;;4;3;2;3;;1;1;;;1;;;;;29
0941;;1;1;;2;2;;;;2;2;1;1;1;1;1;;1;1;;;;;17
0942;1;;;1;1;;;;2;1;2;;2;2;;;1;1;;;;;;14
0943;;;;;;;;;;;;;;;;;;;;;;;;
0944;;;2;;1;;;;;3;2;;2;1;;1;;;;;;;;12
0945;7;4;2;2;3;3;1;6;9;5;4;5;2;;;2;1;;;;;;;56
0946;3;2;2;1;2;;;1;6;2;7;3;2;;1;2;3;2;;;;;;39
0947;;;;;;;;;;;;;;;;;;;;;;;;
0948;10;7;8;6;7;6;14;9;15;16;12;12;6;6;3;6;5;;2;1;;;;151
0949;2;;;2;2;;8;4;1;2;1;2;3;;;;;;;;;;;27
0950;;;;;;;;;;;;;;;;;;;;;;;;
0951;1;4;2;2;;;2;1;1;8;2;;;;1;;;;;;;;;24
0952;1;2;4;4;1;1;4;3;2;7;5;8;6;7;8;5;4;1;2;;;;;75
0953;;;;;;;;;;;;;;;;;;;;;;;;
0954;;;;;;;;;;;;;;;;;;;;;;;;
0955;;1;1;;;;;1;1;;;;;;;;2;;;;;;;6
0956;;;;;;;;;;;;;;;;;;;;;;;;
0957;;;1;;1;1;;;1;;1;3;2;;1;1;2;;;;;;;14
0958;1;;1;1;2;;2;1;3;4;2;5;2;2;;1;;;;;;;;27
0959;2;;;;;1;;3;2;;1;;;1;;;;;;;;;;10
0960;;;;;;;;;;;;;;;;;;;;;;;;
0961;;;;;;;;;;;;;;;;;;;;;;;;
0962;;;1;;2;;;1;1;;;2;;;;;1;;;;;;;8
0963;;;;;;;;;;;;;;;;;;;;;;;;
0964;;;;;;;;;;;;;;;;;;2;;;;;;2
0965;;;;;;;;;;;;;;;;;;;;;;;;
0966;17;19;27;20;19;17;17;29;35;37;44;36;31;29;41;38;20;17;3;;;;;496
0967;1;2;5;3;2;;3;4;5;8;13;4;2;;;6;19;5;3;;;;;85
0968;;;;;;;;;;;;;;;;;;;;;;;;
0969;3;12;11;7;11;16;26;23;15;24;20;8;15;9;21;31;14;9;2;1;1;;;279
0970;3;6;6;10;8;10;11;15;10;14;9;5;13;6;4;10;13;4;;1;;;;158
0971;9;27;10;14;7;7;4;34;20;24;21;8;22;16;18;10;11;2;1;1;;;;266
0972;;;;;;;;;;;;;;;;;;;;;;;;
0973;;;;;;;;;;;;;;;;;;;;;;;;
0974;;;;;;;;;;;;;;;1;;;;;;;;;1
0975;;;;;;;;;;;;;;;;;;;;;;;;
0976;;;;;;;;;;;;;;;;;;;;;;;;
0977;;;;;;;;;;;;;;;;;;;;;;;;
0978;15;1;2;3;4;6;19;15;18;8;6;1;;;3;;;;;;;;;101
0979;20;16;7;2;9;12;26;49;39;18;14;7;16;6;10;3;1;3;1;;;;;259
0980;4;3;10;11;6;4;10;11;11;16;7;14;5;14;9;11;16;5;;;;;;167
0981;;;;2;2;;;2;1;;;;1;2;1;;1;1;1;;;;;14
0982;10;30;22;12;4;3;13;27;19;12;10;;1;2;10;9;4;;;;;;;188
0983;5;3;3;2;8;7;12;6;9;3;1;4;6;1;1;1;3;3;;;;;;78
0984;26;13;6;4;4;28;53;50;37;22;12;18;9;11;10;9;4;1;;;;;;317
0985;15;4;7;7;8;25;28;32;29;20;15;15;25;21;41;21;15;9;3;2;;;;342
0986;12;3;4;6;11;33;35;40;24;18;14;9;19;18;12;15;14;5;;;;;;292
