Quartiere;Servizio;Struttura;Tipo struttura;Istituzione scol;Indirizzo;Comune;Provincia
SARAGOZZA;SCUOLA DELL'INFANZIA;CASAGLIA;Comunale;QUARTIERE SARAGOZZA;VIA DI CASAGLIA n.39;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;CATERINA DE STEFANI;Comunale;QUARTIERE SARAGOZZA;VIA BATTAGLIA n.9/11;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;COLLEGIO S.LUIGI;Privata convenzionata;ISTITUTO COLLEGIO SAN LUIGI;VIA D'AZEGLIO n.55;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;MANZOLINI;Statale;DIREZIONE DIDATTICA 3° CIRCOLO;VIA S.ISAIA n.16;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;MARIA AUSILIATRICE;Privata convenzionata;MARIA AUSILIATRICE;VIA ANDREA COSTA n.155;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;SANT'ALBERTO MAGNO;Privata convenzionata;SANT' ALBERTO MAGNO ;VIA PALESTRO n.6;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;SUORE CARMELITANE DELLE GRAZIE;Privata non paritaria;SUORE CARMELITANE DELLE GRAZIE;VIA SARAGOZZA n.4;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA DELL'INFANZIA;XXI APRILE;Comunale;QUARTIERE SARAGOZZA;VIA ONOFRI n.7;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;A. AVOGLI;Statale;DIREZIONE DIDATTICA 3° CIRCOLO;VIA SARAGOZZA n.238;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;BOMBICCI;Statale;DIREZIONE DIDATTICA 3° CIRCOLO;VIA TURATI n.84;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;"CASA O.""P.SICILIANI""  (CTP DOZZA)";Statale;ISTITUTO COMPRENSIVO N. 1;VIA DEL PRATELLO n.34;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;COLLEGIO S.LUIGI;Privata paritaria;ISTITUTO COLLEGIO SAN LUIGI;VIA D'AZEGLIO n.55;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;LONGHENA;Statale;ISTITUTO COMPRENSIVO N. 8;VIA DI CASAGLIA n.39;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;MANZOLINI;Statale;DIREZIONE DIDATTICA 3° CIRCOLO;VIA S.ISAIA n.16;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;MARIA AUSILIATRICE;Privata paritaria;MARIA AUSILIATRICE;VIA ANDREA COSTA n.155;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;SANT'ALBERTO MAGNO;Privata paritaria;SANT' ALBERTO MAGNO ;VIA PALESTRO n.6;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA PRIMARIA;XXI APRILE PRIMARIA;Statale;DIREZIONE DIDATTICA 3° CIRCOLO;VIA XXI APRILE 1945 n.24;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI PRIMO GRADO;CARRACCI SUCC.;Statale;ISTITUTO COMPRENSIVO N. 8;VIA BATTAGLIA n.18;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI PRIMO GRADO;COLLEGIO S.LUIGI;Privata paritaria;ISTITUTO COLLEGIO SAN LUIGI;VIA D'AZEGLIO n.55;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI PRIMO GRADO;GUINIZELLI SEDE;Statale;ISTITUTO COMPRENSIVO N. 8;VIA CA' SELVATICA n.11;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI PRIMO GRADO;ISTITUTO PENALE PER MINORENNI (CTP DOZZA) ;Statale;ISTITUTO COMPRENSIVO N. 1;VIA DEL PRATELLO n.34;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI PRIMO GRADO;M.MALPIGHI;Privata paritaria;SCUOLA MEDIA PARITARIA M.MALPIGHI ;VIA AUDINOT n.43;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI PRIMO GRADO;SANT'ALBERTO MAGNO;Privata paritaria;SANT' ALBERTO MAGNO ;VIA PALESTRO n.6;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;IST. DI ISTRUZIONE SUP. PIER CRESCENZI - PACINOTTI;Statale;ITC CRESCENZI - ITG PACINOTTI -;VIA SARAGOZZA n.9;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO CLASSICO LUIGI GALVANI SUCC.;Statale;LICEO GALVANI ;VIALE VICINI n.19;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO CLASSICO VITTORIO ALFIERI;Privata paritaria;LICEO  GINNASIO PARITARIO VITTORIO ALFIERI;VIA D'AZEGLIO n.47;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO LAURA BASSI   SEDE;Statale;LICEO LAURA BASSI;VIA S.ISAIA n.35;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO LINGUISTICO MALPIGHI;Statale;"ISTITUTO ""M. MALPIGHI"" LICEO LINGUISTICO PARITARIO";VIA SANT'ISAIA n.77;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO SCIENTIFICO A. RIGHI;Statale;LICEO RIGHI;VIALE PEPOLI n.3;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO SCIENTIFICO AUGUSTO RIGHI SUCC.;Statale;LICEO RIGHI;VIA TOLMINO n.7;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;LICEO SCIENTIFICO SANT'ALBERTO MAGNO;Privata paritaria;SANT' ALBERTO MAGNO ;V.PALESTRO n.6;BOLOGNA;BOLOGNA
SARAGOZZA;SCUOLA SECONDARIA DI SECONDO GRADO;"istituto professionale di stato ""virginio bonifazi""";Statale;"ISTITUTO PROFESSIONALE DI STATO ""VIRGINIO BONIFAZI""";VIA DUCA D'AOSTA n.9;CIVITANOVA MARCHE;MACERATA
SARAGOZZA;SEZIONE PRIMAVERA;MARIA AUSILIATRICE;Privata;;VIA ANDREA COSTA n.155;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;ABBA - (GESTITO COOP KARABAK);Comunale in concessione;;VIA ABBA n.11;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;C. CARLI;Comunale;;VIA GOLINELLI n.25/2;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;CAVAZZONI;Comunale;;VIA BEZZECCA n.10;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;FARLOTTINE - SAN DOMENICO;Privata convenzionata;;VIA DELLA BATTAGLIA n.10;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;GIOVANNINO (ex-GIOVANNI XXIII);Privata convenzionata;;VIALE ROMA n.21;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;LA FABBRICA DELLE NUVOLE;Privata convenzionata;;VIA BELLARIA n.19;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;MAZZONI;Comunale;;ingresso nido: VIA MAZZONI, 10 - ingresso materna :  VIA MILANO n.11;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;PACIUGO;Privata convenzionata;;VIA DEGLI ORTOLANI n.75;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;PEZZOLI;Comunale;;VIA PORTAZZA n.6;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;ROSELLE;Comunale;;VIA ROSELLE n.12/2;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;SPAZIO;Comunale;;CAVAZZONI n.2;BOLOGNA;BOLOGNA
SAVENA;NIDO D'INFANZIA;TROTTOLA;Comunale;;VIA BOMBICCI n.3;BOLOGNA;BOLOGNA
SAVENA;PICCOLO GRUPPO EDUCATIVO;IL GIARDINO DELLE FIABE;Privata;;VIA GENOVA n.21;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;BRUNO CIARI;Comunale;QUARTIERE SAVENA;VIA LARGO BRESCIA n.10;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;CORPUS DOMINI;Privata convenzionata;CORPUS DOMINI;VIA FEDERIGO ENRIQUES n.56;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;DOMENICO SAVIO;Comunale;QUARTIERE SAVENA;VIA GOLINELLI n.2;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;DOMENICO SAVIO SEDE DISTACCATA;Comunale;QUARTIERE SAVENA;VIA BASSANO DEL GRAPPA n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;FARLOTTINE - SAN DOMENICO;Privata convenzionata;SAN DOMENICO-FARLOTTINE;VIA DELLA BATTAGLIA n.10;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;FERRARI NUOVA;Comunale;QUARTIERE SAVENA;VIA BUON PASTORE n.2/2;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;FERRARI STATALE;Statale;ISTITUTO COMPRENSIVO N. 13;VIA BUON PASTORE n.2/2;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;GLI AMICI DI GIOVANNI;Comunale non paritaria;QUARTIERE SAVENA;VIA BASSANO DEL GRAPPA C/O GIOVANNI XXIII n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;GRAZIA DELEDDA;Statale;DIREZIONE DIDATTICA 5° CIRCOLO;VIA DOMODOSSOLA n.2;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;MARIA AUSILIATRICE;Privata convenzionata;MARIA AUSILIATRICE;VIA DAL MONTE n.16;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;MARIA AUSILIATRICE - PRIVATA NON CONVENZIONATA;Privata paritaria;MARIA AUSILIATRICE;VIA DAL MONTE n.16;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;MAZZONI;Comunale;QUARTIERE SAVENA;ingresso nido: VIA MAZZONI, 10 - ingresso materna :  VIA MILANO n.11;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;PADRE O. MARELLA;Statale;ISTITUTO COMPRENSIVO N. 12;VIA POPULONIA n.9;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;PIERO BERTOLINI (ex-Costa);Statale;DIREZIONE DIDATTICA 5° CIRCOLO;VIA MILANO n.13;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;RAOUL FOLLEREAU;Comunale;QUARTIERE SAVENA;VIALE FELSINA n.25;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;SAN GIUSEPPE;Privata paritaria;SAN GIUSEPPE;VIA PONTEVECCHIO n.6;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;SAN RUFFILLO;Privata convenzionata;SAN RUFFILLO;VIA TOSCANA n.198;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;SANZIO RAFFAELLO;Statale;ISTITUTO COMPRENSIVO N. 9;VIA ABBA n.5;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;SCARLATTI;Comunale;QUARTIERE SAVENA;VIA SCARLATTI n.1;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;VISCARDI;Statale;ISTITUTO COMPRENSIVO N. 12;VIA BARTOLINI n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA DELL'INFANZIA;WALT DISNEY;Comunale;QUARTIERE SAVENA;VIA BEZZECCA n.8;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;DOMENICO SAVIO;Statale;DIREZIONE DIDATTICA 5° CIRCOLO;VIA GOLINELLI n.2;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;FARLOTTINE - SAN DOMENICO;Privata paritaria;SAN DOMENICO-FARLOTTINE;VIA DELLA BATTAGLIA n.10;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;FERRARI;Statale;ISTITUTO COMPRENSIVO N. 13;VIA TOSCANA n.136;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;FERRARI SUCC.;Statale;ISTITUTO COMPRENSIVO N. 13;VIA PAVESE n.15;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;GIAN PAOLO COSTA;Statale;DIREZIONE DIDATTICA 5° CIRCOLO;VIA MILANO n.13;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;JEAN PIAGET;Statale;DIREZIONE DIDATTICA 5° CIRCOLO;VIA ARNO n.33;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;PADRE O. MARELLA;Statale;ISTITUTO COMPRENSIVO N. 12;VIA POPULONIA n.9;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;SANZIO RAFFAELLO;Statale;ISTITUTO COMPRENSIVO N. 9;VIA ABBA n.5;BOLOGNA;BOLOGNA
SAVENA;SCUOLA PRIMARIA;VISCARDI;Statale;ISTITUTO COMPRENSIVO N. 12;VIA BARTOLINI n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA SECONDARIA DI PRIMO GRADO;FARINI;Statale;ISTITUTO COMPRENSIVO N. 12;VIA POPULONIA n.11;BOLOGNA;BOLOGNA
SAVENA;SCUOLA SECONDARIA DI PRIMO GRADO;FARLOTTINE - SAN DOMENICO;Privata paritaria;SAN DOMENICO-FARLOTTINE;VIA DELLA BATTAGLIA n.10;BOLOGNA;BOLOGNA
SAVENA;SCUOLA SECONDARIA DI PRIMO GRADO;IL GUERCINO;Statale;ISTITUTO COMPRENSIVO N. 9;VIA LONGO n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA SECONDARIA DI PRIMO GRADO;LEONARDO DA VINCI;Statale;ISTITUTO COMPRENSIVO N. 13;VIA BUON PASTORE n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA SECONDARIA DI PRIMO GRADO;SAVENA F.C;Comunale;QUARTIERE SAVENA;VIA FAENZA n.4;BOLOGNA;BOLOGNA
SAVENA;SCUOLA SECONDARIA DI SECONDO GRADO;ISTITUTO DI ISTRUZIONE SUPERIORE MANFREDI TANARI;Statale;IPC MANFREDI - ITC TANARI;VIA FELSINA n.40;BOLOGNA;BOLOGNA
SAVENA;SEZIONE PRIMAVERA;CORPUS DOMINI;Convenzionata;;VIA FEDERIGO ENRIQUES n.56;BOLOGNA;BOLOGNA
SAVENA;SEZIONE PRIMAVERA;FARLOTTINE - SAN DOMENICO;Convenzionata;;VIA DELLA BATTAGLIA n.10;BOLOGNA;BOLOGNA
;SCUOLA SECONDARIA DI SECONDO GRADO;ITC MATTEI;Statale;ISTITUTO LICEO MATTEI ;VIA DELLE RIMEMBRANZE n.26;SAN LAZZARO DI SAVENA;BOLOGNA
